nome;preco_a_vista;parcelas;preco_parcelado
Livro - Vampire, Interrupted: An Argeneau Novel;16,99;1;16,99
Livro - Running Scared;16,99;1;16,99
Livro - Clássicos da Literatura: Iraca;13,9;1;13,9
Livro - PLANETA AVA;19,99;2;9,99
Livro - Tuf Voyaging;32,99;3;10,99
Livro - Dying of the Light: A Novel;32,99;3;10,99
Livro - Windhaven;32,99;3;10,99
Livro - Rebel (Nathaniel Starbuck Chronicles);33,99;3;11,33
Livro - The Seamstress;33,99;3;11,33
Livro - The Messiah Code;35,99;3;11,99
Livro - Tarkin (Star Wars (Del Rey));43,3;4;10,82
Livro - The Resistance;38,99;3;12,99
Livro - Cum Laude;41,41;4;10,35
Livro - The Peripheral: The Future's not a Game ,,,;40,99;4;10,24
Livro - Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (Rush Revere);41,99;4;10,49
Livro - Paradox;45,99;4;11,49
Livro - William Shakespeare's The Clone Army Attacketh: Star Wars Part the Second (William Shakespeare's Star Wars);55,99;5;11,19
Livro - The Eye of Heaven;50,99;5;10,19
Livro - Straight Man;54,99;5;10,99
Livro - Star Wars - Honor Among Thieves;62,99;6;10,49
Livro - Mad about Star Wars: Thirty Years of Classic Parodies;62,99;6;10,49
Livro - Star Wars - Scoundrels;67,99;6;11,33
Livro - The Truth Is a Cave In The Black Mountains: A Tale of Travel and Darkness With Pictures Off All Kinds;65,99;6;10,99
Livro - Half a King (Shattered Sea);71,99;7;10,28
Livro - Paradiso;69,99;7;9,99
Livro - Star Wars - Heir to the Jedi;69,99;7;9,99
Livro - Star Wars - Essential Guide To Warfare;74,99;7;10,71
Livro - Fool's Assassin: Book One of the Fitz and the Fool Trilogy (Realm of the Elderlings: Fitz and the Fool Trilogy);75,99;7;10,85
Livro Kit - Os Doidões do Rock'N'Roll+ Adesivo;85,22;8;10,65
Kit - Classicos Da Ficcao Cientifica (robô É Um Adesivo Que Acompanha O Kit) - 1ª Ed,;127,92;12;10,66
Livro - Omnibus One - Longshot - Straight - High Stakes;112,99;11;10,27
Livro - Star Wars - Aftermath: Journey to Star Wars - The Force Awakens;118,99;12;9,91
Kit Livros - A Rainha da Fofoca (3 Volumes);120;12;10
Kit Livros - Coleção O Clã das Freiras Assassinas;119,99;12;9,99
Livro Kit - Quero Ser John Scalzi + Adesivo;144,7;12;12,05
Livro - Star Wars: The Rise of the pire: Featuring the Novels Star Wars: Tarkin, Star Wars: A New Dawn, and 3 All-New Short Stories (Star Wars);141,99;12;11,83
Livro - Star Wars: Battlefront - Twilight Company;185,99;12;15,49
Livro - The Accidental Vampire: An Argeneau Novel;16,99;1;16,99
Livro - A Dance With Dragons: Part 2 After the Feast (a Song of Ice and Fire, Book 5) (a Song of Ice and Fire);29,99;3;9,99
Livro - The Armageddon Rag;32,99;3;10,99
Livro - Caverna dos Cristais, A - Aliança dos Povos;26,58;2;13,29
Livro - The Space Between Us;31,99;3;10,66
Livro - Paranoia;25,99;2;12,99
Livro - Buscando a Morte Encontrei a Vida;16,99;1;16,99
Livro - De Volta do Subconsciente;30;3;10
Livro - The Charm School;22,99;2;11,49
Livro - Fevre Dream;16,99;1;16,99
Livro - A Storm of Swords: Steel and Snow - Vol, 1 (A Song of Ice and Fire, Book 3);29,99;3;9,99
Livro - City of Pearl;18,99;1;18,99
Livro - Querubins: A sentença da espada;20;2;10
Livro - A Revolta do Inquisidor;19,99;2;9,99
Livro - Do outro lado do riacho;17,99;1;17,99
Livro - El Dorado;33,17;3;11,05
Livro - Copperhead: The Nathaniel Starbuck Chronicles: Book Two (Nathaniel Starbuck Chronicles);33,99;3;11,33
Livro - Dreamsongs (Vol,1);36,99;3;12,33
Livro - Field of Prey (Prey);37,99;3;12,66
Livro - Heat of the Night (The Dream Guardians Series);39,99;4;9,99
Livro - Blood Of Dragons (Rain Wilds Chronicles, Book 4);45,99;4;11,49
Livro - Star Wars - Crucible;67,99;6;11,33
Livro - Jedi vs, Sith: Star Wars: The Essential Guide to the Force;74,99;7;10,71
Livro - Rogues;79,99;8;9,99
Livro - Ever After (Hollows (Hardcover));73,99;7;10,57
Livro - A Clash Of Kings: A Song of Ice and Fire 2;97,99;9;10,88
Livro - Gigantes adormecidos;34,69;3;11,56
Livro: Santuário dos Ventos;37,99;3;12,66
Livro - Munique;32,99;3;10,99
Livro - Manifesto antropófago e outros textos;15,89;1;15,89
Livro - A guerra dos mundos;42,31;4;10,57
Livro - Clube do Cupcake,: Mia Entra na Mistura;23,99;2;11,99
Livro - Torim e a guerra cósmica;23,99;2;11,99
Livro - Fora do tpo;27;2;13,5
Livro - O livro do juízo final;69,9;7;9,98
Livro - A testunha silenciosa;34,31;3;11,43
Livro - A história dos meus dentes;34,31;3;11,43
Livro - O marechal de costas;36,52;3;12,17
Livro - Essa menina;34,99;3;11,66
Livro - Tudo que é;42,31;4;10,57
Livro - Floresta noturna;42,31;4;10,57
Livro - Dickens, Novel Reading, and the Victorian Popular Theatre;433,99;12;36,16
Livro - The Silver Dream : An Interword Novel;27,99;2;13,99
Livro - A Passag de Mael: Um Amigo;26,99;2;13,49
Livro - Sacrifício: Um Modo de Entender o Mundo;16,6;1;16,6
Livro - Dia  Que A República Foi Abolida, O;26,58;2;13,29
Livro - Uma Guerra de Luz e Sombras;55,29;5;11,05
Livro - Enovi;27,5;2;13,75
Livro - Eva;33,99;3;11,33
Livro - The Bloody Ground: The Nathaniel Starbuck Chronicles - Battle of Antietam, 1862 - Book Four;33,99;3;11,33
Livro - The Wit & Wisdom Of Tyrion Lannister;34,99;3;11,66
Livro - Jov e o Diamante Negro, O;51,99;5;10,39
Livro - De volta ao jogo;18,14;1;18,14
Livro - Monalisa Overdrive;32,23;3;10,74
Livro - God of War;14,95;1;14,95
Livro - Doctor Who: quando cair o verão e outras histórias;26,32;2;13,16
Livro - Independence Day: O Ressurgimento;9;1;9
Livro - Star Wars : Darth Vader e filho;32,9;3;10,96
Livro - Os últimos Jedi;29,98;3;9,99
Livro - A canção das águas;35,89;3;11,96
Livro - Hazel Wood: A Orig do Azar;29,58;2;14,79
Livro - O Beijo - Série Bruxos e Bruxas - Vol, 4;25;2;12,5
Livro - As palavras: Nada têm a ver com as sensações, palavras são pedras duras e sensações delicadíssimas, fugazes, extras;26,33;2;13,16
Livro - 30 e poucos anos e uma máquina do tpo;26,33;2;13,16
Livro - Poder: Para fãs de Once Upon a Time e Grimm, a série Encantadas prova que contos de fadas são para adultos!;27,61;2;13,8
Livro - Issa: A história nunca revelada sobre a juventude de Jesus: A história nunca revelada sobre a juventude de Jesus;26,17;2;13,08
Livro - peror of Thorns - Deluxe Edition;45,07;4;11,26
Livro - Alita: Anjo de Combate;31,89;3;10,63
Livro - O azarão;29,92;3;9,97
Livro - Paralelos;23,89;2;11,94
Livro - Entre Dois Amores;20,95;2;10,47
Livro - Histórias de robôs - volume II;20,39;2;10,19
Livro - Não Entre  Pânico: Douglas Adams e o Guia do Mochileiro das Galáxias;9;1;
Livro - Os portões do inferno;23;2;11,5
Livro - O teste: Seu tpo está acabando;28,35;1;
Livro - Espaço S Limites;23,94;2;11,97
Livro - A Filha do Papa: O Estranho Rapto de Um Jov Padre, Uma Grande Consiparação Para Acabar Com Um Dos Mais B Guardados Segredos do Vaticano;17,33;1;17,33
Livro - A metamorfose / O veredicto;24,89;2;12,44
Livro - Tpest;26,04;2;13,02
Livro - Surfistas, beijos e um pé-de-pato;25,45;2;12,72
Livros - Projeto Grimório;17,45;1;17,45
Livro - Aventuras de Tintim, As -  Livro de Adesivos Reutilizáveis;8,52;1;8,52
Livro - Atormentada;19,9;2;9,95
Livro - Eu Estou Vivo e Vocês Estão Mortos: A vida de Philip K, Dick;34,24;3;11,41
Livro - Timestorm: Porque, Do Destino, Não Há Como Escapar;22,02;2;11,01
Livro - Alice através do espelho: E o que ela encontrou por lá;19,4;1;19,4
Livro - Ossos sangrentos;26,33;2;13,16
Livro - Vortex: Depois Da Tpestade Não Haverá Calmaria;16,44;1;16,44
Livro - Zadig ou o destino;18,9;1;
Livro - Fala ai, Malena;15,94;1;15,94
Livro - A Queda de Lúcifer;49,9;5;9,98
Livro - Anjo Amador;9,5;1;
Livro - Scanner: Alienígenas Entre Nós;23,94;2;11,97
Livro - Rio escuro;21;2;10,5
Livro - Mundo das sombras: Filhas da escuridão (Vol, 2);34,35;3;11,45
Livro - As crônicas de Aedyn: O voo dos exilados;18,51;1;18,51
Livro - Depois da terra;31,91;3;10,63
Livro - Sete monstros brasileiros;22,99;2;11,49
Livro - Olhos secos;17,55;1;17,55
Livro - Akashi;13,69;1;13,69
Livro - 47 Ronins, Conheça a Lenda, Busque a Eternidade;29,9;3;9,96
Livro - Ex-Patriotas;10;1;10
Livro - Box Túneis Da Morte;30,79;3;10,26
Livro - Dônios da Noite;9;1;
Livro - Círculo Secreto: A prisioneira (Vol, 2);29,75;3;9,91
Livro - O pequeno livro das fábulas;7,9;1;7,9
Livro - O Que Você Está Esperando?;15,89;1;15,89
Livro - O médico e o monstro;20;2;10
Livro - A Profecia de Samsara;12,9;1;12,9
Livro - Este é o maior desenho do mundo;17,9;1;17,9
Livro - Qu Te a Morte;21,89;2;10,94
Livro - Kill all enies;19,89;2;9,94
Livro - Tibi e Quequé: E as aventuras no mundo dos adultos;9,89;1;9,89
Livro - O Aluno Relapso: Afast-se das Hélices;22,99;2;11,49
Livro - Mulher Que Mergulhou no Coração do Mundo, A;23,93;2;11,96
Livro - Hannah e il;10;1;10
Livro - Mundo Numérico;20,99;2;10,49
Livro - Seduzida pelo luar;26,33;2;13,16
Livro - A sociedade do treze;20,5;2;10,25
Livro - Feérica;19,94;2;9,97
Livro - Runner: A perseguição;25,25;2;12,62
Livro - O Princípio de Arquimedes;19,89;2;9,94
Livro - Cidade;26,59;2;13,29
Livro - GAROTA TPESTADE;21,33;2;10,66
Livro - Exo;26,67;2;13,33
Livro - Tony Moon - está tudo fora de controle, cara!;14,9;1;14,9
Livro - Level 2;10;1;10
Livro - S Raízes: Rootless;14,9;1;14,9
Livro - Meus primeiros;20,92;2;10,46
Livro - Terapeuta de Deus: Lições de um paciente inesperado;22,89;2;11,44
Livro - Garota desdobrável: Contos de papel;25,99;2;12,99
Livro - O santo;23,23;2;11,61
Livro - A Fragância da Flor do Café;19,14;1;19,14
Livro - Leitura, cultura, infância: Lobato;25,89;2;12,94
Livro - As estrelas sob nossos pés;26,06;2;13,03
Livro - Uma longa viag;34,94;3;11,64
Livro - Metrô;21,2;2;10,6
Livro - Assassin's Creed HQ: Aquilus (Vol, 2);40,57;4;10,14
Livro - A Que Ponto Chegamos;11,9;1;11,9
Livro - A Voz Que Não Ouvi;25,89;2;12,94
Livro - A Guerra dos FAE: Luz e Trevas - Vol, 3;24;2;12
Livro - Resumo da ópera;17,45;1;17,45
Livro - 13ª Realidade, O Diário das Cartas Curiosas;26,6;2;13,3
Livro - Futuro falso;22,58;2;11,29
Livro - Melhores contos Walmir Ayala: seleção de Maria Da Glória Bordini;20,99;2;10,49
Livro - O despertar dos dragões;29,2;2;14,6
Livro - Não Diga Uma Palavra: Você É Um Dos Escolhidos,;19,89;2;9,94
Livro - Fronteiras;23,63;2;11,81
Livro - O Guardião da Última Fada;18,99;1;18,99
Livro - O Bosque;19,99;2;9,99
Livro - O Testamento do Juízo Final: Um Cientista Nazista Há Muito Desaparecido, Um Misterioso Artefato Tibetano De Imenso Poder, Uma Corrida Desesperada Contra O Tpo;13,32;1;
Livro - Cachorro Morto na Lavanderia: Os Fortes;30;3;10
Livro - Na mira do serial killer;26;2;13
Livro - Katmandu e outros contos;26,99;2;13,49
Livro - Plano de fuga;13,27;1;13,27
Livro - Divergente - Guia oficial do filme;27,99;1;
Livro - Redenção - Volume 1;36,79;3;12,26
Livro - A Biblioteca Perdida do Alquimista: Intrigas da Corte, Experiências Alquímicas Secretas, Seitas Perseguidas, O Misterioso Secreto de Uma Rainha;24,42;2;12,21
Livro - Armadilha;28,89;2;14,44
Livro - Jesse Chesnutt e o Mistério do Planeta T12;9;1;
Livro - Melhores contos Hermilo Borba Filho: seleção de Silvio Roberto De Oliveira;24,99;2;12,49
Livro - PDM � Pérolas da morte;11,9;1;11,9
Livro - Fadas Brilhantes: Roupinhas para Colar;19,08;1;
Livro - Almanaque jogador nº1;31,79;3;10,59
Livro - O Desterro É o Destino: O Drama da Vida Humana;9;1;
Livro - Invisível;21,2;2;10,6
Livro - A casa imaginária: leitura e literatura na primeira infância;25;2;12,5
Livro - O Mistério da moto de cristal;26,91;1;
Livro - A retomada da União: Volume 3;29,89;3;9,96
Livro - O Eterno Barnes: Viver Para Spre Pode Custar Caro;9;1;
Livro - A Taróloga: Uma Aventura pelo Universo do Tarô;22,17;2;11,08
Livro - A última fase;28,99;2;14,49
Livro - Destinada - Série House of Night - Vol, 9;27,9;2;13,95
Livro - Jonas no Mundo das Ideias;18;1;18
Livro - Melhores Poas Armando Freitas Filho: seleção e prefácio: Heloisa Buarque De Hollanda;27,89;2;13,94
Livro - A guerra no bom fim;26,89;2;13,44
Livro - Tudo o que você precisa saber sobre ciência;30,88;3;10,29
Livro - Doadores de sono;17,9;1;17,9
Livro - Lá;20,65;2;10,32
Livro - Os antiquários;32,99;3;10,99
Livro - Aventuras de Tintim, As - A Ousada Fuga de Tintim;15,9;1;15,9
Livro - Olho de Boto;29,1;2;14,55
Livro - Leitura e desenvolvimento da linguag;29,61;2;14,8
Livro - B Mais Perto: Acordando para uma Vida Nova;29,99;3;9,99
Livro - O rabo da serpente;32;3;10,66
Livro - Faces do Desejo;15;1;15
Livro - Melhores contos Simões Lopes Neto: seleção de Dionísio Toledo;19,29;1;19,29
Livro - Vinte Mil Léguas Submarinas;31,86;1;
Livro - Fios de Prata: Reconstruindo Sandman;40;4;10
Livro - Melhores Poas Almeida Garrett: seleção e prefácio: Izabela Leal;24,89;2;12,44
Livro - Circo Mecânico Tresalti - Classic Edition;38,26;3;12,75
Livro - O Triangulo do Dragão: Coleção Agência de Investigação Acredite se Quiser! Ripley;18,12;1;18,12
Livro - O Macho e Fêmea: A Incrível Lenda do Sertão;9;1;
Livro - B-vindo a Monstrópolis;16,5;1;16,5
Livro - Senhora: Edição de bolso;29,75;3;9,91
Livro - Melhores contos Joel Silveira: seleção de Helena Lêdo Ivo;26,43;2;13,21
Livro - Aventuras de Tintim, As - O Mistério das Carteiras Desaparecidas;13,41;1;
Livro - Novos Rostos, Novas Cores;19,93;2;9,96
Livro - Encanto (Vol, 2);37,42;3;12,47
Livro - World of Warcraft: Alvorada dos Aspectos;28,55;2;14,27
Livro - Darkson: O Pirata das Trevas;19,93;2;9,96
Livro - W;29,89;3;9,96
Livro - Estudo independente: Falhar não é uma opção;27,54;2;13,77
Livro - Ecos do Espaço;14,32;1;
Livro - Lobas;31,92;3;10,64
Livro - Um pássaro engraçado;29,99;3;9,99
Livro - Bagag Perdida;17,01;1;
Livro - Melhores Poas Ruy Espinheira Filho: seleção e prefácio: Sérgio Martagão Gesteira;29,99;3;9,99
Livro - Ferro, �gua & Escuridão;29,99;3;9,99
Livro - Projeto Gini;24,9;2;12,45
Livro - Anacrônicas: Contos Mágicos e Trágicos;17,18;1;17,18
Livro - Florestranha;24,42;2;12,21
Livro - O cozinheiro do Rei D,João VI;21;2;10,5
Livro - A Corte do Ar;30;3;10
Livro - O Outro Lado da Cidade;19,47;1;19,47
Livro - Café na cama;29,89;3;9,96
Livro - Céus e terra;31,91;3;10,63
Livro - Depois da terra: a fera perfeita;26,45;2;13,22
Livro - Entrelinhas (Vol, 1);14,25;1;
Livro - Clássicos da Literatura: Moreninha, A;11,4;1;11,4
Livro - Melhores Poas Mário de Sá-Carneiro: seleção e prefácio: Lucila Nogueira Rodrigues;27,89;2;13,94
Livro - O próximo da fila;34,6;3;11,53
Livro - Clássicos da Literatura: Mórias de um Sargento de Milícias;11,12;1;11,12
Livro - PERDOA-ME;12;1;12
Livro - Melhores Poas Carlos Nejar: seleção e prefácio: Léo Gilson Ribeiro;31,5;3;10,5
Livro - Clássicos universais: O jardim secreto;9,9;1;9,9
Livro - A pequenina luz azul;29,99;3;9,99
Livro - Queimado;25,34;2;12,67
Livro - Roteiro da poesia brasileira - anos 80;29,99;3;9,99
Livro - Uma Família Feliz;22;2;11
Livro - Os sonhos do lenhador;25;2;12,5
Livro - Aftas: Fogo Derretido;15;1;15
Livro - Visões de Gerard;23,99;2;11,99
Livro - Frank, o Andarilho;24,41;2;12,2
Livro - As pontes de Konigsberg;30,1;3;10,03
Livro - Logo, logo: Dez novas tecnologias que vão melhorar e/ou arruinar tudo;20;2;10
Livro - O Diário de Litat;15;1;15
Livro - Vamp_Eros: A Paixão Entre Vampiros e Mortais;13,88;1;13,88
Livro - Melhores crônicas Marcos Rey: seleção e prefácio: Anna Maria Martins;31,5;3;10,5
Livro - Uma tragédia de solidão;20,58;2;10,29
Livro - Caverna de Sangue;16,6;1;16,6
Livro - E Dar-lhe-ei A Estrela da Manhã;9;1;
Livro - Uma bruxa apaixonada;28,9;2;14,45
Livro - Clássicos universais: Frankenstein;12,99;1;12,99
Livro - Filhos do fim do mundo;34,9;3;11,63
Livro - A vida como ela era (Vol, 1 Os �ltimos Sobreviventes);14,9;1;14,9
Livro - Talvez Não Tenha Crianca No Céu;22,89;2;11,44
Livro - As crônicas de Marte;51,92;5;10,38
Livro - Dom Pedro I Vampiro;19,9;2;9,95
Livro - Clássicos da Literatura: Sertões, Os;13,99;1;13,99
Livro - A jaca do citério é mais doce;28,35;1;
Livro - Ensaio, fragmento: 205 apontamentos de um ano;29,67;2;14,83
"Livro - O Ouro de Mefisto: A Organização Odessa, ""O Escolhido"" E A Corrida Contra O Tpo Para Impedir A Ascensão Do Quarto Reich,";27,89;2;13,94
Livro - Uma História Escamosa: Coleção Agência de Investigação Acredite se Quiser! Ripley;22,89;2;11,44
Livro - Sábado na Estação;9,9;1;9,9
Livro - Melhores Poas Bocage: seleção e prefácio: Cleonice Berardinelli;27,29;2;13,64
Livro - Conspiração No Fim do Mundo;28,72;2;14,36
Livro - Minnie: Fabulosas - Roupinhas para Colar;18,4;1;18,4
Livro - Jogador nº1 - Capa filme;45;4;11,25
Livro - Tabuleiro dos Deuses - Coleção Era de X;26,34;2;13,17
Livro - Revelações (Beijada por um Anjo Vl,5);38,16;3;12,72
Livro - Superman - uma biografia não autorizada;33,69;3;11,23
Livro -  Busca do Hexa;23,9;2;11,95
Livro - Encantos (Vol, 2 - Fadas);34,99;3;11,66
Livro - Alma celta;38;1;
Livro - Cael e o destino de Eleanthus - Livro 1 - Batalha Anelar;23,27;2;11,63
Livro - Amiga de juventude;29,95;3;9,98
Livro - O Fogo;54,9;5;10,98
Livro - Luar de Sangue;22,17;2;11,08
Livro - Transições: Das Trevas à Luz - Volume 1;30;3;10
Livro - Estão Entre Nós;15,33;1;15,33
Livro - O Caderno da Menininha;23,27;2;11,63
Livro - Os Terroristas: Uma Audaciosa Vingança que Irá Abalar o Congresso;23,27;2;11,63
Livro - Conselhos Amorosos de ily Brontë;24,94;2;12,47
Livro - Ambição de Macbeth e a Maldade Finina, A;28,89;2;14,44
Livro - Lost boys;36,4;3;12,13
Livro - Tapete de silêncio;31,5;3;10,5
Livro - Stravaganza: Cidade das Estrelas;38,95;1;
Livro - Textos autobiográficos;42,9;4;10,72
Livro - Nyxia;34,43;3;11,47
Livro - Guitarra, A;18,04;1;18,04
Livro - Território Fantasma;36,16;3;12,05
Livro - Lino Yang: E os Herdeiros dos Deuses;26,6;2;13,3
Livro - VIII: Destinado à grandeza, atormentado por dônios;33,99;3;11,33
